,矢板の全長,引張材位置,腹起し番号
5450,9.9,1.2,4
5451,10.9,4.7,5
5452,10.0,3.2,8
5453,3.6,1.2,7
5454,10.8,3.8,9
5455,9.0,6.3,4
5456,12.1,2.2,7
5457,11.3,5.8,9
5458,10.4,4.2,2
5459,9.5,2.1,4
5460,9.0,2.9,10
5461,13.6,1.1,5
5462,7.2,2.3,5
5463,14.4,7.3,7
5464,13.5,5.7,9
5465,12.6,4.6,1
5466,11.8,1.2,4
5467,10.9,4.5,6
5468,10.4,4.0,2
5469,9.5,2.7,4
5470,10.3,3.4,6
5471,8.6,5.7,10
5472,12.3,3.3,8
5473,11.7,1.9,4
5474,10.8,5.1,6
5475,10.0,3.8,8
5476,9.1,1.8,1
5477,13.2,4.7,2
5478,12.3,3.1,4
5479,13.6,5.8,10
5480,13.1,5.1,6
5481,12.2,4.2,8
5482,15.9,5.2,6
5483,5.4,3.8,8
5484,8.6,1.4,7
5485,15.8,3.1,10
5486,15.0,2.0,2
5487,14.5,7.4,8
5488,13.6,5.3,10
5489,12.7,3.9,2
5490,11.8,2.9,5
5491,10.9,2.3,7
5492,10.0,2.6,9
5493,9.1,1.3,1
5494,16.3,5.8,4
5495,7.8,0.7,10
5496,10.0,7.5,7
5497,12.3,2.8,9
5498,11.4,1.9,1
5499,10.5,1.2,3
5500,17.7,9.2,6
5501,9.1,2.0,2
5502,10.5,3.4,7
5503,9.6,2.0,10
5504,9.1,0.8,6
5505,10.5,2.8,1
5506,12.8,4.0,3
5507,11.9,2.9,5
5508,13.6,6.1,5
5509,12.7,1.9,7
5510,11.9,6.5,9
5511,11.0,4.8,2
5512,10.4,3.9,7
5513,9.6,2.9,10
5514,8.7,2.3,2
5515,13.3,4.3,7
5516,12.4,2.6,10
5517,13.2,4.7,1
5518,12.4,2.7,4
5519,5.1,2.2,5
5520,10.0,2.8,4
5521,10.9,3.0,6
5522,10.1,8.1,8
5523,13.3,4.9,7
5524,8.3,3.6,3
5525,7.4,2.3,5
5526,6.5,1.5,7
5527,17.8,2.5,7
5528,16.9,7.1,9
5529,16.0,5.2,1
5530,9.6,2.9,1
5531,8.7,1.1,3
5532,15.9,5.3,5
5533,9.6,6.8,5
5534,14.6,6.9,3
5535,11.1,1.3,8
5536,18.3,5.7,1
5537,17.4,2.0,3
5538,16.5,5.8,5
5539,10.1,2.9,5
5540,9.2,1.7,7
5541,16.4,5.5,9
5542,10.1,3.5,9
5543,9.2,2.5,1
5544,8.3,3.9,3
5545,7.8,3.0,9
5546,6.9,1.9,1
5547,8.3,2.7,7
5548,17.4,8.4,3
5549,16.5,6.4,5
5550,15.6,4.9,8
5551,14.7,2.4,10
5552,13.8,1.5,2
5553,12.9,1.2,5
5554,10.5,8.7,7
5555,13.7,5.6,6
5556,12.9,4.3,9
5557,6.5,1.1,8
5558,11.1,0.7,3
5559,12.8,8.5,3
5560,11.1,4.3,7
5561,10.5,4.1,3
5562,15.1,1.2,8
5563,14.2,6.2,1
5564,7.8,3.1,10
5565,7.0,2.1,2
5566,14.2,6.5,5
5567,7.9,3.7,4
5568,7.0,0.5,6
5569,10.2,2.9,6
5570,5.2,2.3,1
5571,4.3,1.2,3
5572,15.6,3.4,3
5573,14.7,2.2,5
5574,13.8,4.9,7
5575,13.4,5.1,3
5576,13.3,2.3,7
5577,11.5,5.8,2
5578,16.1,4.1,7
5579,9.7,2.1,6
5580,3.3,0.6,6
5581,10.6,8.8,8
5582,13.8,5.3,7
5583,15.1,7.7,3
5584,6.6,1.6,9
5585,13.8,5.6,1
5586,12.9,1.1,3
5587,12.0,6.6,6
5588,5.6,3.3,5
5589,10.2,2.6,10
5590,3.8,0.8,10
5591,14.3,3.1,1
5592,13.4,4.2,4
5593,11.6,1.5,8
5594,13.3,4.2,8
5595,12.5,3.0,10
5596,11.6,5.3,2
5597,5.2,2.4,2
5598,9.8,2.4,7
5599,11.6,6.1,6
5600,14.8,1.7,6
5601,13.9,0.7,8
5602,13.0,3.0,10
5603,12.1,1.6,3
5604,13.8,4.8,2
5605,12.9,3.3,4
5606,12.0,2.1,7
5607,11.1,3.9,9
5608,10.7,4.0,5
5609,12.1,6.4,1
5610,11.2,4.9,3
5611,13.5,0.4,4
5612,12.0,2.2,3
5613,7.0,1.8,8
5614,6.1,1.0,10
5615,17.6,2.4,10
5616,16.7,5.9,2
5617,6.2,4.2,4
5618,9.4,1.9,4
5619,16.6,5.9,6
5620,15.7,4.5,8
5621,14.8,7.0,10
5622,13.9,4.6,3
5623,7.5,2.1,2
5624,6.6,1.0,4
5625,8.4,2.8,4
5626,7.5,1.6,6
5627,6.6,4.6,8
5628,9.9,2.0,8
5629,14.8,2.1,7
5630,13.9,2.2,9
5631,10.7,8.8,3
5632,13.0,2.9,5
5633,6.6,1.9,4
5634,5.7,0.5,7
5635,13.0,8.4,9
5636,12.1,6.2,1
5637,11.2,4.4,4
5638,4.8,2.3,3
5639,3.9,1.4,5
5640,11.2,3.8,8
5641,10.3,7.5,10
5642,13.5,4.6,9
5643,12.6,3.3,2
5644,6.2,0.7,1
5645,10.8,0.5,6
5646,12.5,7.1,6
5647,11.6,5.0,8
5648,10.7,3.3,10
5649,10.8,2.9,4
5650,9.9,6.3,6
5651,13.1,3.4,6
5652,12.2,2.2,8
5653,13.9,5.5,8
5654,7.5,3.5,7
5655,6.6,0.3,9
5656,17.2,6.1,1
5657,16.3,4.2,3
5658,9.9,2.3,3
5659,14.5,1.7,8
5660,13.6,3.7,10
5661,15.3,7.8,9
5662,14.4,5.9,2
5663,8.0,3.5,1
5664,7.1,2.4,3
5665,6.2,1.6,6
5666,5.3,1.7,8
5667,16.7,5.1,7
5668,15.8,3.3,10
5669,11.2,2.8,8
5670,14.1,1.1,4
5671,13.5,4.3,10
5672,14.9,6.6,6
5673,8.5,3.8,5
5674,13.5,4.5,4
5675,6.7,1.6,10
5676,18.1,3.8,9
5677,17.2,6.6,2
5678,5.8,2.5,6
5679,14.9,1.8,2
5680,14.0,0.9,4
5681,9.0,4.3,10
5682,13.1,3.5,1
5683,6.7,1.9,10
5684,5.8,2.6,2
5685,13.0,8.3,5
5686,12.1,6.6,7
5687,11.2,5.1,9
5688,10.3,1.5,2
5689,9.5,0.6,4
5690,3.1,1.9,3
5691,14.5,5.7,3
5692,13.6,3.9,5
5693,12.7,2.6,7
5694,11.8,1.6,10
5695,10.9,2.7,2
5696,12.6,7.1,1
5697,11.7,5.3,3
5698,5.3,3.0,3
5699,4.4,1.9,5
5700,3.5,0.3,7
5701,10.9,7.9,10
5702,10.0,5.9,2
5703,19.0,4.5,8
5704,8.5,3.0,10
5705,10.8,3.4,2
5706,10.0,2.1,4
5707,4.9,2.0,9
5708,16.3,5.0,9
5709,15.4,3.7,1
5710,9.1,4.3,10
5711,8.2,2.5,3
5712,9.9,5.5,2
5713,9.0,3.6,4
5714,12.2,1.8,4
5715,11.3,1.0,6
5716,12.7,2.2,2
5717,12.2,6.2,8
5718,5.4,2.2,4
5719,10.4,3.2,2
5720,4.1,1.5,2
5721,11.3,9.6,4
5722,14.1,4.3,10
5723,7.7,1.6,9
5724,12.7,2.3,8
5725,14.1,5.3,4
5726,7.7,1.6,3
5727,6.8,0.6,6
5728,5.9,2.2,8
5729,17.3,6.1,7
5730,10.9,3.4,7
5731,10.0,2.2,9
5732,11.7,4.4,8
5733,10.8,3.1,1
5734,14.1,5.1,10
5735,13.2,3.6,2
5736,6.9,1.3,2
5737,14.1,2.9,4
5738,12.3,5.8,9
5739,11.4,3.9,1
5740,5.0,1.6,10
5741,12.2,5.0,3
5742,11.3,3.4,5
5743,10.4,2.1,7
5744,9.5,5.1,9
5745,8.6,3.7,2
5746,13.7,4.7,1
5747,7.3,2.8,10
5748,6.4,3.2,2
5749,5.5,1.7,4
5750,16.8,5.1,4
5751,15.9,3.4,6
5752,15.0,2.1,8
5753,14.1,0.5,1
5754,15.9,8.7,10
5755,8.7,4.0,2
5756,7.8,2.7,4
5757,12.4,2.7,9
5758,6.0,1.1,9
5759,13.2,7.4,1
5760,12.3,5.4,3
5761,5.9,2.9,3
5762,5.0,1.9,5
5763,4.1,1.3,7
5764,11.4,8.6,10
5765,14.6,5.1,9
5766,7.4,1.4,1
5767,9.1,4.4,10
5768,8.2,3.2,2
5769,7.3,5.4,5
5770,6.4,3.9,7
5771,4.6,1.0,2
5772,13.7,0.7,7
5773,3.2,1.9,10
5774,10.4,6.6,2
5775,9.5,5.3,4
5776,8.7,4.5,7
5777,11.9,1.8,6
5778,11.1,2.7,8
5779,6.0,2.7,3
5780,5.5,3.2,9
5781,16.5,4.8,5
5782,15.0,6.6,3
5783,13.2,3.1,8
5784,8.2,3.1,3
5785,7.3,2.4,5
5786,12.4,6.1,4
5787,6.0,3.3,4
5788,5.1,2.1,6
5789,4.2,0.8,8
5790,11.4,3.1,10
5791,14.6,5.4,10
5792,13.7,4.0,2
5793,12.8,2.0,4
5794,12.0,1.1,7
5795,13.7,2.2,6
5796,12.9,6.6,8
5797,6.5,3.5,8
5798,16.0,4.4,2
5799,15.1,1.0,4
5800,14.2,4.3,6
5801,8.7,2.9,7
5802,10.1,6.3,3
5803,18.3,8.3,1
5804,13.3,7.0,7
5805,11.5,4.4,1
5806,11.0,8.2,7
5807,10.1,6.4,9
5808,9.2,3.7,2
5809,13.8,3.5,7
5810,7.4,1.6,6
5811,12.4,5.8,5
5812,11.5,4.3,7
5813,12.8,5.7,3
5814,11.5,2.1,1
5815,16.1,8.3,7
5816,12.9,2.3,5
5817,14.3,3.8,1
5818,13.7,2.3,7
5819,7.0,0.9,3
5820,14.2,2.7,5
5821,5.7,1.8,1
5822,6.9,4.3,7
5823,17.5,6.4,8
5824,11.1,4.0,8
5825,10.2,0.5,10
5826,15.1,6.7,9
5827,14.2,4.2,1
5828,13.3,3.1,3
5829,7.0,1.4,3
5830,6.1,1.9,5
5831,13.4,8.0,7
5832,11.6,3.6,2
5833,5.2,1.7,1
5834,9.8,2.1,7
5835,8.9,2.6,9
5836,13.8,3.1,8
5837,8.8,3.1,3
5838,8.3,1.2,9
5839,7.4,5.2,1
5840,5.7,2.8,6
5841,17.0,5.8,5
5842,8.9,3.2,9
5843,13.4,3.2,4
5844,15.2,6.3,4
5845,14.3,2.0,6
5846,13.4,1.2,8
5847,12.5,5.3,1
5848,11.6,3.8,3
5849,11.1,3.2,9
5850,10.2,2.4,1
5851,9.4,3.7,3
5852,15.7,6.4,8
5853,12.5,1.7,7
5854,13.9,3.9,2
5855,13.0,0.4,5
5856,12.4,5.9,1
5857,10.7,2.1,5
5858,9.0,2.3,10
5859,16.2,8.3,2
5860,9.8,5.3,1
5861,8.9,2.6,4
5862,12.1,0.9,3
5863,19.3,2.5,5
5864,12.9,6.5,5
5865,12.0,4.7,7
5866,4.9,1.3,9
5867,6.1,3.1,5
5868,9.4,0.7,4
5869,16.6,2.0,6
5870,13.5,2.8,5
5871,15.2,5.6,4
5872,14.3,4.3,7
5873,13.4,3.5,9
5874,7.5,4.7,7
5875,10.8,2.1,6
5876,9.9,1.3,8
5877,14.9,2.0,7
5878,4.4,3.3,9
5879,3.5,1.7,2
5880,14.8,4.4,1
5881,18.0,7.1,4
5882,17.1,5.4,7
5883,10.4,1.2,3
5884,5.7,1.7,1
5885,4.8,1.1,4
5886,3.9,1.9,6
5887,15.3,6.2,5
5888,10.3,6.0,10
5889,9.8,5.3,6
5890,11.8,0.4,4
5891,11.2,2.9,10
5892,12.6,5.0,6
5893,17.5,5.7,5
5894,16.6,4.8,7
5895,15.7,6.9,9
5896,9.5,3.7,9
5897,8.6,2.4,1
5898,9.4,3.8,3
5899,8.5,3.1,5
5900,7.6,4.6,7
5901,10.8,1.8,7
5902,18.0,5.7,9
5903,10.7,2.2,1
5904,4.5,0.9,10
5905,3.6,1.5,2
5906,10.8,7.0,5
5907,14.0,4.4,4
5908,13.1,1.7,6
5909,14.5,4.5,2
5910,13.9,8.5,8
5911,13.0,6.4,10
5912,6.3,1.9,6
5913,11.2,2.2,5
5914,4.9,0.7,4
5915,15.8,1.9,10
5916,15.4,6.1,6
5917,14.5,4.4,8
5918,15.8,6.5,4
5919,7.2,1.1,10
5920,8.6,2.8,6
5921,7.7,1.9,8
5922,19.0,8.7,8
5923,18.1,6.9,10
5924,12.6,5.1,1
5925,11.7,1.8,3
5926,10.8,6.2,6
5927,9.9,4.3,8
5928,13.1,2.0,7
5929,2.7,1.1,10
5930,7.7,1.7,8
5931,6.8,3.1,1
5932,5.9,1.4,3
5933,10.5,1.8,8
5934,9.9,1.0,4
5935,4.9,3.7,9
5936,9.9,5.1,8
5937,7.3,0.8,5
5938,6.4,1.8,7
5939,13.6,7.2,9
5940,7.2,4.5,9
5941,11.2,7.6,10
5942,10.3,5.4,2
5943,11.7,7.4,8
5944,9.5,4.3,8
5945,8.6,6.7,1
5946,10.9,2.1,2
5947,12.6,4.3,2
5948,11.7,3.3,4
5949,10.8,2.6,6
5950,4.5,3.2,6
5951,3.6,2.0,8
5952,8.2,1.4,3
5953,9.9,3.3,3
5954,9.1,2.0,5
5955,8.2,5.4,7
5956,7.3,3.7,10
5957,6.4,2.4,2
5958,10.5,2.3,3
5959,9.6,3.4,5
5960,8.7,2.1,8
5961,10.4,4.2,7
5962,11.9,2.8,1
5963,13.6,7.0,10
5964,18.2,6.0,5
5965,5.5,1.8,4
5966,16.8,4.2,4
5967,15.9,6.7,6
5968,9.2,2.1,2
5969,8.6,2.2,8
5970,7.7,1.3,10
5971,19.5,9.4,7
5972,13.2,5.8,7
5973,12.3,4.0,9
5974,17.3,3.7,8
5975,15.5,5.7,2
5976,9.1,2.9,2
5977,8.2,1.7,4
5978,15.4,6.1,6
5979,11.5,2.2,8
5980,18.7,6.9,10
5981,11.4,3.6,1
5982,16.0,2.1,7
5983,9.6,3.0,6
5984,4.6,2.9,1
5985,3.7,1.7,4
5986,12.8,2.0,9
5987,19.1,8.3,4
5988,18.3,5.9,6
5989,7.8,3.9,9
5990,6.9,2.5,1
5991,5.1,3.1,6
5992,14.2,3.0,1
5993,15.5,5.4,7
5994,8.3,1.9,9
5995,7.4,1.2,1
5996,8.2,5.7,3
5997,7.3,3.0,5
5998,6.4,1.7,7
5999,17.8,2.9,7
6000,16.9,1.4,9
6001,16.0,6.2,1
6002,9.7,3.4,1
6003,3.3,1.2,10
6004,10.5,4.6,3
6005,9.6,3.3,5
6006,8.7,6.1,7
6007,11.9,3.2,6
6008,11.0,1.9,9
6009,12.8,5.7,8
6010,11.9,2.0,10
6011,11.1,0.8,3
6012,4.7,2.5,2
6013,9.3,2.3,7
6014,11.0,5.3,7
6015,10.1,3.7,9
6016,9.2,2.5,1
6017,12.4,1.3,1
6018,7.8,4.9,9
6019,18.7,7.0,5
6020,10.2,1.6,1
6021,17.4,1.5,3
6022,16.5,7.6,6
6023,15.6,5.3,8
6024,10.6,4.4,3
6025,13.8,2.2,3
6026,9.2,2.3,1
6027,8.3,5.4,4
6028,12.8,4.8,9
6029,6.5,2.5,8
6030,5.6,1.4,1
6031,10.6,5.0,9
6032,9.7,3.2,2
6033,14.3,2.6,7
6034,15.1,3.0,9
6035,14.2,1.7,1
6036,13.3,5.5,3
6037,6.1,1.4,5
6038,17.4,4.4,4
6039,16.5,3.1,7
6040,6.0,5.0,9
6041,5.2,3.4,1
6042,14.3,2.8,7
6043,13.4,1.6,9
6044,12.5,0.8,2
6045,19.7,9.2,4
6046,6.0,1.9,5
6047,5.2,1.1,7
6048,9.7,1.0,2
6049,11.5,7.1,2
6050,10.7,5.4,4
6051,9.8,4.0,6
6052,8.9,1.4,9
6053,10.6,1.9,8
6054,8.8,6.3,3
6055,7.9,3.8,5
6056,11.1,1.8,4
6057,16.2,2.4,3
6058,17.4,3.3,9
6059,8.9,1.8,5
6060,16.1,6.8,7
6061,9.4,2.2,3
6062,8.8,3.3,9
6063,7.9,0.4,1
6064,7.0,2.3,3
6065,14.2,6.7,6
6066,13.3,4.7,8
6067,7.0,2.6,7
6068,11.6,1.1,3
6069,10.7,4.5,5
6070,10.2,4.6,1
6071,14.8,4.1,6
6072,8.4,2.2,5
6073,7.5,1.3,8
6074,14.7,8.8,10
6075,13.8,5.9,2
6076,10.7,1.3,1
6077,17.9,3.1,3
6078,17.0,8.4,6
6079,16.1,6.2,8
6080,15.2,3.9,10
6081,14.4,2.7,2
6082,9.7,3.7,1
6083,13.0,4.8,1
6084,12.1,3.3,3
6085,11.2,1.5,5
6086,18.4,4.0,8
6087,17.5,2.3,10
6088,11.1,1.0,9
6089,10.2,3.8,2
6090,9.3,2.4,4
6091,14.4,3.3,3
6092,9.4,2.7,8
6093,12.6,3.5,7
6094,14.3,7.9,7
6095,13.4,6.2,9
6096,6.7,2.0,5
6097,6.1,1.2,1
6098,17.1,4.2,6
6099,6.6,0.7,9
6100,8.9,1.3,10
6101,10.6,4.4,10
6102,9.9,3.3,2
6103,9.0,2.5,4
6104,8.1,3.5,7
6105,19.4,7.2,6
6106,13.0,5.0,5
6107,12.1,2.7,8
6108,11.2,1.8,10
6109,12.9,1.0,9
6110,15.3,4.2,1
6111,14.4,2.7,3
6112,3.9,1.3,6
6113,8.9,1.8,4
6114,13.5,5.5,10
6115,18.4,6.2,8
6116,17.6,4.8,1
6117,16.7,3.5,3
6118,11.6,6.4,8
6119,4.4,2.1,10
6120,15.7,5.1,9
6121,14.9,4.2,2
6122,14.0,0.6,4
6123,13.1,4.2,6
6124,12.2,2.7,8
6125,13.0,4.5,10
6126,9.9,2.3,9
6127,11.6,7.1,8
6128,10.7,5.5,1
6129,10.7,2.2,5
6130,7.2,1.8,10
6131,14.4,6.4,2
6132,13.5,4.5,4
6133,7.2,2.3,4
6134,10.4,0.7,3
6135,16.7,7.0,8
6136,10.3,4.1,7
6137,8.5,1.0,2
6138,15.7,2.7,4
6139,14.8,8.0,6
6140,11.8,2.3,5
6141,10.9,1.4,7
6142,18.1,5.6,10
6143,16.3,5.8,4
6144,15.8,5.7,10
6145,9.0,1.8,6
6146,16.2,6.0,8
6147,9.9,3.7,8
6148,9.0,5.4,10
6149,8.1,3.6,2
6150,13.1,3.9,1
6151,6.7,2.0,10
6152,5.8,1.3,3
6153,17.2,8.3,2
6154,16.3,6.3,4
6155,15.4,4.9,7
6156,9.0,2.4,6
6157,8.1,0.8,8
6158,9.5,2.4,4
6159,8.1,4.3,2
6160,18.5,4.2,4
6161,16.8,7.0,9
6162,15.9,5.1,1
6163,9.5,2.4,10
6164,10.9,5.0,6
6165,10.3,4.1,2
6166,3.6,0.7,8
6167,10.8,2.1,10
6168,11.8,2.3,6
6169,6.8,1.9,1
6170,17.3,3.6,3
6171,10.9,1.9,2
6172,10.0,2.9,4
6173,10.8,3.9,6
6174,9.9,2.8,8
6175,8.1,3.6,3
6176,19.4,7.9,2
6177,7.3,2.4,9
6178,10.5,1.0,9
6179,9.6,1.6,1
6180,16.8,7.2,3
6181,10.4,4.5,3
6182,9.5,1.9,5
6183,8.6,1.2,7
6184,14.9,8.0,2
6185,6.4,1.6,8
6186,11.0,0.8,3
6187,18.2,1.9,5
6188,17.3,7.7,8
6189,15.9,4.5,6
6190,15.0,3.6,8
6191,14.1,3.1,10
6192,13.2,4.1,3
6193,6.8,1.5,2
6194,14.1,5.2,4
6195,13.2,4.0,7
6196,6.8,2.1,6
6197,5.9,3.9,8
6198,5.0,2.2,1
6199,4.1,1.1,3
6200,8.2,1.0,4
6201,7.3,1.8,6
6202,9.0,5.9,6
6203,8.1,4.6,8
6204,6.4,1.2,2
6205,5.5,2.6,5
6206,8.7,2.0,8
6207,7.8,0.4,10
6208,15.0,7.9,3
6209,7.7,3.3,4
6210,12.3,2.6,10
6211,11.9,2.9,6
6212,11.0,4.4,8
6213,10.1,2.8,10
6214,11.8,5.3,9
6215,10.9,4.0,2
6216,9.1,5.6,6
6217,12.3,2.7,6
6218,11.4,1.2,8
6219,18.7,4.5,10
6220,12.4,2.4,10
6221,11.5,1.8,2
6222,12.3,7.5,4
6223,11.4,4.1,6
6224,14.6,1.9,5
6225,15.1,3.9,4
6226,14.6,7.1,9
6227,7.8,2.5,5
6228,8.7,3.4,7
6229,11.9,1.4,6
6230,11.0,0.8,9
6231,10.1,2.1,1
6232,17.4,7.3,3
6233,16.0,4.9,1
6234,15.1,4.2,4
6235,8.3,2.9,9
6236,7.8,3.0,5
6237,9.2,4.6,1
6238,17.3,3.1,9
6239,6.9,5.9,2
6240,17.8,8.3,7
6241,9.3,1.3,3
6242,16.5,4.5,6
6243,9.2,1.7,7
6244,8.3,3.7,10
6245,12.9,3.6,5
6246,12.0,2.3,7
6247,11.1,0.7,9
6248,10.6,3.1,5
6249,17.0,7.0,10
6250,16.1,3.5,2
6251,9.7,1.5,1
6252,8.8,0.8,4
6253,7.9,2.4,6
6254,14.2,6.1,1
6255,13.3,4.7,3
6256,12.4,1.1,5
6257,5.1,1.6,7
6258,12.3,6.0,9
6259,3.8,1.2,5
6260,10.1,7.5,10
6261,9.2,5.2,2
6262,8.3,4.0,4
6263,7.4,2.7,7
6264,12.4,2.6,5
6265,5.6,1.1,1
6266,5.2,2.6,7
6267,4.3,1.0,9
6268,11.5,3.9,2
6269,10.6,2.9,4
6270,9.7,6.2,6
6271,13.8,5.7,7
6272,12.9,2.3,10
6273,12.0,1.5,2
6274,7.0,5.4,7
6275,16.1,5.0,3
6276,15.2,3.9,5
6277,14.3,1.0,8
6278,8.0,0.2,7
6279,12.5,2.0,2
6280,14.3,5.7,2
6281,9.3,4.9,7
6282,13.3,9.1,8
6283,12.4,7.1,10
6284,9.3,1.6,9
6285,8.5,0.9,1
6286,14.8,6.6,6
6287,13.9,4.7,8
6288,13.0,3.1,10
6289,12.1,2.0,3
6290,11.2,1.1,5
6291,10.6,3.4,1
6292,9.7,2.2,3
6293,17.0,4.6,5
6294,3.8,1.2,1
6295,11.1,0.7,3
6296,9.7,6.4,1
6297,8.8,3.8,3
6298,12.0,3.0,3
6299,7.0,1.6,8
6300,10.2,2.2,7
6301,17.5,7.3,10
6302,16.6,5.6,2
6303,15.7,4.2,4
6304,3.0,1.6,3
6305,10.2,6.7,5
6306,9.3,4.6,8
6307,8.4,3.0,10
6308,7.5,1.8,2
6309,6.6,0.9,4
6310,18.0,8.2,4
6311,5.2,2.2,3
6312,4.3,1.3,5
6313,11.5,4.9,7
6314,10.6,8.2,9
6315,15.2,7.6,5
6316,12.1,1.6,3
6317,11.2,0.8,6
6318,18.5,1.9,8
6319,17.6,7.1,10
6320,16.7,5.0,3
6321,16.1,5.2,9
6322,15.2,3.3,1
6323,14.3,2.3,3
6324,13.5,3.9,5
6325,8.4,3.6,1
6326,8.0,3.5,6
6327,7.1,1.0,9
6328,6.2,3.2,1
6329,10.8,2.9,6
6330,9.9,1.6,9
6331,11.6,4.3,8
6332,10.7,2.9,10
6333,9.8,1.8,3
6334,13.0,2.5,2
6335,10.6,7.8,4
6336,14.0,5.1,4
6337,10.8,0.8,2
6338,12.2,2.8,8
6339,5.8,1.9,8
6340,12.1,5.0,2
6341,11.2,3.4,4
6342,10.7,2.8,10
6343,9.8,6.1,3
6344,11.1,8.7,8
6345,12.2,2.0,4
6346,19.4,6.3,7
6347,18.5,4.9,9
6348,11.2,3.8,1
6349,12.6,6.1,6
6350,12.1,4.9,2
6351,5.3,1.9,8
6352,4.4,1.0,10
6353,15.8,2.2,10
6354,14.9,6.2,2
6355,8.5,3.2,1
6356,7.6,1.9,4
6357,14.8,5.8,6
6358,13.9,4.3,8
6359,13.5,9.2,4
6360,10.0,1.6,9
6361,11.7,4.0,9
6362,9.9,1.3,3
6363,9.0,3.6,6
6364,10.7,7.7,5
6365,9.8,5.6,7
6366,6.8,1.5,6
6367,11.3,1.4,1
6368,13.1,7.9,1
6369,6.7,4.8,10
6370,10.4,1.8,8
6371,9.5,0.8,10
6372,11.2,1.0,9
6373,10.3,6.5,2
6374,13.5,3.6,1
6375,12.6,2.3,3
6376,11.7,1.3,6
6377,18.2,7.9,10
6378,11.8,4.8,10
6379,16.7,5.8,8
6380,15.8,4.6,1
6381,9.4,0.6,10
6382,8.6,2.9,2
6383,7.7,1.6,5
6384,19.5,6.3,2
6385,10.9,0.9,8
6386,18.1,8.2,10
6387,17.2,6.3,3
6388,16.3,4.7,5
6389,15.4,3.5,7
6390,14.5,2.4,9
6391,13.6,3.2,2
6392,3.1,1.7,4
6393,12.2,1.7,10
6394,7.2,1.3,5
6395,6.3,0.6,7
6396,13.5,8.1,10
6397,12.7,5.6,2
6398,12.2,5.6,8
6399,10.4,6.9,2
6400,14.1,3.6,10
6401,13.5,2.6,6
6402,7.6,5.8,3
6403,5.9,3.1,8
6404,17.3,5.1,7
6405,16.4,1.8,10
6406,13.2,2.7,8
6407,2.7,1.5,1
6408,9.9,6.3,3
6409,8.1,0.6,8
6410,7.2,4.6,10
6411,17.8,6.1,2
6412,16.9,4.7,4
6413,4.1,1.1,3
6414,10.4,5.7,7
6415,9.5,4.1,10
6416,8.1,7.1,8
6417,7.3,5.0,10
6418,18.2,7.9,6
6419,9.6,1.3,2
6420,4.6,1.1,7
6421,15.9,2.5,6
6422,15.0,6.2,9
6423,14.1,4.5,1
6424,8.6,4.0,2
6425,7.7,3.1,4
6426,6.8,3.8,7
6427,5.9,2.3,9
6428,17.3,4.7,8
6429,16.4,3.0,10
6430,11.4,1.3,6
6431,14.6,4.9,5
6432,13.7,3.3,7
6433,9.1,4.2,6
6434,8.2,3.0,8
6435,7.3,2.1,1
6436,17.7,7.3,2
6437,16.8,4.1,5
6438,16.0,3.0,7
6439,9.7,1.0,6
6440,14.2,3.8,2
6441,13.7,3.7,7
6442,12.8,2.4,10
6443,11.9,1.5,2
6444,19.1,4.0,4
6445,17.3,5.9,9
6446,16.4,4.7,1
6447,5.9,2.0,4
6448,15.1,0.7,9
6449,14.2,4.2,2
6450,13.3,2.7,4
6451,12.4,1.7,6
6452,19.6,5.7,9
6453,9.1,1.1,1
6454,8.2,6.5,3
6455,7.3,4.7,5
6456,10.6,2.2,5
6457,9.7,1.3,7
6458,11.4,3.8,7
6459,10.6,3.2,9
6460,15.5,6.5,8
6461,14.6,4.5,10
6462,13.7,3.0,2
6463,12.8,2.2,4
6464,6.5,2.6,4
6465,13.7,8.4,6
6466,12.8,5.1,8
6467,11.9,3.6,1
6468,8.8,1.1,10
6469,16.0,8.3,2
6470,15.1,6.2,4
6471,7.9,2.5,6
6472,7.0,0.6,8
6473,11.6,2.7,3
6474,13.3,7.1,3
6475,17.3,5.6,4
6476,11.0,3.5,3
6477,10.1,5.7,5
6478,14.7,4.9,1
6479,13.8,3.5,3
6480,12.9,2.5,5
6481,12.4,1.0,1
6482,11.5,3.4,3
6483,5.6,1.9,1
6484,4.7,1.1,3
6485,15.1,5.7,5
6486,14.2,3.7,7
6487,15.2,4.8,9
6488,14.3,3.7,1
6489,13.7,8.3,7
6490,12.8,6.3,9
6491,16.5,3.0,7
6492,15.6,2.2,9
6493,11.0,7.3,8
6494,14.3,4.3,7
6495,13.4,3.1,10
6496,12.5,2.2,2
6497,11.6,0.4,4
6498,18.8,8.4,6
6499,17.9,6.4,9
6500,5.2,1.5,8
6501,12.4,5.1,10
6502,15.6,3.0,9
6503,14.7,5.1,2
6504,7.5,1.0,3
6505,7.5,4.6,7
6506,17.9,7.1,9
6507,17.0,3.7,1
6508,16.1,2.5,3
6509,15.2,1.8,6
6510,14.3,3.8,8
6511,3.8,2.5,10
6512,2.9,1.0,3
6513,8.0,1.3,1
6514,7.1,0.9,4
6515,6.2,1.8,6
6516,12.5,3.7,1
6517,11.6,2.5,3
6518,11.0,7.4,9
6519,9.2,3.7,3
6520,9.3,4.4,7
6521,12.5,5.4,7
6522,11.6,3.3,9
6523,10.7,2.1,1
6524,9.8,1.2,4
