No,íÁëÃâÑí∑,íÁëÃïù,ç∂âEï«ëÃçÇÇ≥,ñÓî¬ÇÃëSí∑,ç™ì¸ÇÍê[Ç≥,íÜãlìyìVí[çÇÇ≥,íÁäOãÊä‘ínï\ñ ,íÁì‡ãÊä‘ínï\ñ ,à¯í£çﬁä‘äu,à¯í£çﬁà íu,ç›óàínî’èdó ,ç›óàínî’ãÊï™,ç›óàínî’Níl,ç›óàínî’ñÄéCäp,ç›óàínî’îSíÖóÕ,ç›óàínî’ïœå`åWêî,íÜãlÇﬂèdó ,íÜãlÇﬂãÊï™,íÜãlÇﬂNíl,íÜãlÇﬂñÄéCäp,íÜãlÇﬂîSíÖóÕ,ñÓî¬å^,ñÓî¬çﬁóø,à¯í£çﬁíºåa,à¯í£çﬁçﬁóøî‘çÜ,ï†ãNÇµçﬁéø,ï†ãNÇµî‘çÜ,íÁäOë§êÖà _èÌéû,íÁì‡ë§êÖà _èÌéû,íÁäOë§êÖà _ínêkéû,íÁì‡ë§êÖà _ínêkéû, êkìx
26468,25,8.2,8.6,16.9,8.3,8.5,0,3,0.8,5.5,14, _Sandy,4,17,210,98300,13, _Sandy,15,13,139,3, _SY390,69,1,0,9,7,1.8,8.1,2.8,0.5
26472,30,10.3,3.8,13.3,9.5,3.7,0.9,0,1.6,2.8,17, _Clay,44,28,152,17600,13, _Sandy,43,17,77,3, _SY390,54,0,1,9,1.9,0,3.3,0,0.2
26475,12,11.3,2.7,11.1,8.4,2.6,0,0.4,1.6,0.6,14, _Sandy,8,39,103,16800,11, _Clay,33,8,140,5, _SY295,31,0,1,9,2,0.3,1.5,0,0.5
26478,12,12.2,8.7,12.4,3.7,8.6,2.7,0,1.6,5.4,12, _Clay,37,36,7,195100,11, _Clay,50,19,77,4, _SY390,67,0,0,9,6.9,0,7.9,0,0.5
26488,30,12.4,3.1,9.8,6.7,3,0.2,0,0.8,1.2,17, _Sandy,30,23,248,152500,16, _Sandy,3,24,199,5, _SY390,53,0,0,2,2.6,0,1.8,0,0.3
26498,19,10.1,2.9,10.3,7.4,2.8,0.9,0,0.8,1.9,13, _Sandy,3,28,113,30800,20, _Clay,36,43,19,5, _SY295,74,1,1,6,2.2,0,1.1,0,0.2
26508,12,9,8.1,12.5,4.4,8,0.8,0,0.8,5,14, _Clay,37,2,15,48100,14, _Clay,29,10,140,3, _SY295,45,1,0,10,1.7,0,2.6,0,0.3
26517,25,7.9,5.2,6.6,1.4,5.1,1.9,0,1.6,3.8,14, _Clay,20,21,218,65500,18, _Clay,22,21,262,3, _SY295,82,0,1,3,3.8,0,3.1,0,0.5
26520,18,12.8,9.7,12,2.3,9.6,1.8,0,0.8,2.6,14, _Clay,24,17,25,5000,11, _Clay,43,13,140,3, _SY390,71,0,0,10,8.3,0,4.3,0,0.5
26531,19,1.1,9.5,11.1,1.6,9.4,4.2,0,1.6,8.2,13, _Clay,27,19,4,101600,16, _Sandy,7,11,263,4, _SY295,73,0,1,3,7.3,0,7.2,0,0.1
26537,23,3.1,6.2,11.5,5.3,6.1,0,0,1.6,3.3,18, _Clay,21,27,159,80100,14, _Clay,14,12,263,5, _SY295,86,0,1,3,5.9,0,3.7,0,0.4
26539,25,10.7,3.9,9.9,6,3.8,0.8,0,1.6,1.4,15, _Sandy,40,10,130,39800,19, _Sandy,29,37,83,4, _SY295,79,0,0,8,3.1,0,2.5,0,0.2
26548,16,2,3.3,5.7,2.4,3.2,0.8,0,1.6,2.1,19, _Sandy,4,1,62,97400,19, _Clay,7,24,85,3, _SY295,57,0,0,7,1.8,0,2.6,0,0.5
26557,29,7.5,7.3,8.4,1.1,7.2,1,0,0.8,6.6,20, _Sandy,42,36,285,75300,19, _Clay,25,25,262,3, _SY295,43,1,0,4,3.2,0,1.9,0,0.1
26565,27,7.9,8.3,9.8,1.5,8.2,2.4,0,0.8,4.4,13, _Clay,30,27,14,172700,16, _Sandy,50,32,23,3, _SY295,68,1,0,6,6.9,0,6.7,0,0.3
26566,17,5.2,7.1,8.9,1.8,7,0,0.8,1.6,1.8,16, _Sandy,14,41,149,152500,13, _Sandy,6,44,82,3, _SY390,64,0,1,9,1.8,0.5,5.2,0.6,0.5
26576,10,4.1,4.2,12.6,8.4,4.1,0,0.2,0.8,1,16, _Clay,48,15,52,169900,18, _Sandy,50,11,204,4, _SY390,35,0,0,2,2.7,0,3.5,0.1,0.1
26585,26,9.8,9.1,10.3,1.2,9,1.8,0,1.6,5,14, _Sandy,22,19,22,167700,17, _Clay,40,36,207,3, _SY295,29,1,0,1,8.7,0,5.8,0,0.1
26591,18,1.3,7,11.6,4.6,6.9,0.9,0,0.8,3.1,16, _Sandy,31,13,41,166300,18, _Clay,40,26,147,4, _SY390,46,1,1,9,6.3,0,4.6,0,0.3
26613,14,3,6.9,7.6,0.7,6.8,0,0.1,0.8,3.9,11, _Clay,36,37,2,141300,20, _Sandy,6,5,205,3, _SY295,65,1,1,2,4.8,0,1,0,0.2
26627,16,11.9,5.9,9.1,3.2,5.8,2.7,0,0.8,4,18, _Clay,13,18,165,57700,19, _Clay,14,25,209,4, _SY295,88,1,0,10,2.7,0,4.1,0,0.2
26628,28,9.1,4.7,8.2,3.5,4.6,0.3,0,0.8,1.3,12, _Sandy,49,32,1,37500,16, _Sandy,21,37,269,5, _SY295,84,1,1,3,2.1,0,2.2,0,0.4
26633,16,12.5,5.3,6.3,1,5.2,0,2.4,1.6,3.3,19, _Clay,48,12,282,96000,17, _Clay,10,34,208,5, _SY390,85,0,0,1,4.4,1.3,5.1,0,0.3
26637,17,6.8,4.4,8.6,4.2,4.3,0,0.7,1.6,2.2,18, _Sandy,21,37,165,114800,20, _Clay,3,11,89,5, _SY390,39,0,1,7,1.5,0.2,0.7,0.3,0.3
26638,28,4.1,3.3,7.8,4.5,3.2,0,0.6,0.8,1.3,11, _Clay,6,6,1,94600,18, _Sandy,10,24,149,3, _SY295,35,1,1,9,2.3,0.2,3.2,0.2,0.5
26641,27,3.9,4.8,11.8,7,4.7,0.2,0,0.8,3.4,13, _Sandy,11,3,213,153700,16, _Sandy,40,21,210,4, _SY390,63,1,0,10,1.8,0,0.6,0,0.1
26654,26,11.7,4.9,5.9,1,4.8,0.1,0,1.6,1.3,15, _Clay,24,18,125,70800,16, _Sandy,7,5,152,3, _SY390,42,1,1,8,1.5,0,3.6,0,0.3
26659,26,12.3,4.3,12.7,8.4,4.2,0,0.5,0.8,1.1,15, _Clay,7,12,242,109200,14, _Sandy,3,15,150,4, _SY390,39,1,1,9,0.5,0.4,1.3,0.4,0.4
26669,26,7.2,2.9,12.3,9.4,2.8,0,0.1,1.6,0.6,15, _Sandy,15,31,242,166200,15, _Sandy,43,1,30,5, _SY390,57,1,1,5,0.7,0,2.2,0,0.5
26674,10,2.8,7.5,16.4,8.9,7.4,0,2.2,0.8,2.9,18, _Clay,50,25,164,125100,19, _Sandy,47,16,212,3, _SY295,27,0,1,10,4.4,1.2,4.2,0,0.2
26679,26,2.2,9.6,10.4,0.8,9.5,0,4.6,0.8,5.6,14, _Clay,23,4,242,24300,17, _Sandy,32,32,210,3, _SY295,74,0,1,2,6.9,0.7,6.1,1.3,0.5
26682,29,3.2,8.5,17.8,9.3,8.4,0,1.2,0.8,4.9,11, _Sandy,38,15,192,23500,15, _Clay,21,23,273,5, _SY295,52,0,1,2,7.2,1,8.3,0,0.4
26689,16,6.4,2.5,11.9,9.4,2.4,0,1.1,1.6,1.3,20, _Clay,42,37,85,141100,14, _Sandy,40,17,273,4, _SY390,80,1,1,2,2.2,0.1,1.9,0.2,0.4
26694,11,5.8,4.7,6,1.3,4.6,0,0.7,1.6,1.4,17, _Clay,15,17,163,40300,12, _Sandy,24,34,271,4, _SY295,62,0,1,3,4.2,0.5,2.6,0.3,0.3
26700,14,7.7,9.5,14.6,5.1,9.4,0,4,1.6,8.7,12, _Clay,8,25,18,18700,20, _Clay,32,35,271,3, _SY295,74,1,1,3,5.2,3,6.8,2.6,0.1
26739,20,14,3.3,3.8,0.5,3.2,0,0.2,1.6,1.4,15, _Sandy,21,26,152,8900,17, _Sandy,31,7,154,4, _SY390,58,0,0,9,2.7,0,2.9,0,0.2
26752,15,13.9,7.3,13.3,6,7.2,0,1.4,0.8,5.8,12, _Clay,19,11,6,25500,19, _Clay,14,10,38,4, _SY295,73,0,1,3,5.3,0.7,5.4,0.8,0.1
26761,12,7.6,8.6,9.7,1.1,8.5,0,0.7,1.6,8,17, _Clay,17,16,267,142400,20, _Sandy,43,3,216,4, _SY390,75,0,0,10,2.5,0.6,5.9,0.2,0.5
26799,30,4.8,9,11.1,2.1,8.9,0,2.2,1.6,5.5,11, _Sandy,4,18,4,92900,20, _Sandy,47,45,40,3, _SY295,78,0,0,3,2.6,0.6,6.4,1.8,0.5
26819,29,13.3,8.5,12,3.5,8.4,2.8,0,0.8,7.7,13, _Clay,0,27,33,48400,17, _Sandy,10,38,281,3, _SY295,54,1,0,2,6.8,0,7,0,0.3
26824,16,3.6,9.2,10.3,1.1,9.1,2.4,0,0.8,2.6,11, _Sandy,50,7,13,106900,18, _Sandy,50,35,220,3, _SY390,55,0,1,10,2.4,0,3.9,0,0.3
26830,12,9.5,4.4,5.3,0.9,4.3,0.9,0,0.8,3.4,17, _Sandy,19,15,71,45600,19, _Clay,10,18,161,4, _SY390,88,1,0,8,2.9,0,3.8,0,0.1
26837,12,3.5,5.1,11.7,6.6,5,0,1.7,1.6,2.9,17, _Sandy,48,36,167,123500,11, _Clay,32,38,104,3, _SY295,70,1,1,4,4.5,0.6,1.7,0.9,0.2
26842,28,2.9,7.2,15.3,8.1,7.1,1.3,0,0.8,3.8,14, _Sandy,21,16,245,22600,19, _Sandy,17,9,102,3, _SY390,51,1,1,6,6.5,0,6.8,0,0.1
26849,15,6.1,9.4,17.6,8.2,9.3,2.1,0,0.8,2.4,14, _Clay,25,38,138,140200,17, _Sandy,35,3,103,5, _SY295,80,0,1,5,8.5,0,6,0,0.1
26852,21,1.9,4.3,9.4,5.1,4.2,1.8,0,1.6,2.9,14, _Clay,4,35,147,40000,13, _Sandy,10,21,223,4, _SY295,88,1,0,9,2.7,0,1.9,0,0.2
26859,15,1,8,17.2,9.2,7.9,0.8,0,0.8,1.3,13, _Sandy,33,12,138,197300,19, _Sandy,24,35,282,3, _SY390,31,0,1,2,1.6,0,1.3,0,0.2
26876,17,9.9,7,9,2,6.9,0,0,1.6,5.8,11, _Sandy,10,38,1,113700,17, _Sandy,32,9,286,4, _SY390,54,1,0,10,3,0,2.8,0,0.3
26878,19,4.4,4.6,7.2,2.6,4.5,1.7,0,1.6,3.1,17, _Clay,30,21,272,73300,12, _Sandy,47,34,106,3, _SY390,46,1,0,5,2.4,0,2.7,0,0.1
26880,14,2.9,8.8,17.7,8.9,8.7,0.1,0,1.6,1.5,15, _Sandy,24,4,146,192300,20, _Clay,14,39,166,4, _SY390,58,0,0,6,2.7,0,8,0,0.5
26890,24,13.7,8.6,18.2,9.6,8.5,2.3,0,1.6,4.5,11, _Clay,48,9,10,70500,14, _Sandy,47,13,286,4, _SY295,79,0,0,1,3.1,0,5.2,0,0.4
26894,13,10.7,8.9,11.7,2.8,8.8,4.3,0,1.6,7.2,16, _Clay,37,20,58,109500,20, _Clay,32,23,107,3, _SY390,38,1,1,4,5.4,0,6.8,0,0.2
26897,20,6.5,3.8,13.1,9.3,3.7,0.7,0,1.6,1.2,17, _Sandy,16,17,68,9300,15, _Clay,7,40,228,5, _SY295,46,1,1,8,2.9,0,0.9,0,0.3
26900,20,7.4,9.8,14.4,4.6,9.7,1.5,0,0.8,5.9,16, _Clay,46,13,272,187500,15, _Clay,24,7,165,5, _SY390,81,0,0,8,7.3,0,5.2,0,0.3
26901,24,8.6,7.2,8.2,1,7.1,1,0,1.6,3.3,20, _Clay,5,27,10,127600,15, _Sandy,35,44,166,5, _SY295,31,0,0,7,3.2,0,1,0,0.5
26909,18,7.8,2.7,7.7,5,2.6,0.7,0,0.8,2.3,19, _Clay,34,4,1,85900,11, _Sandy,50,13,226,4, _SY390,40,0,0,10,0.9,0,0.7,0,0.5
26912,25,3.5,5.7,7.7,2,5.6,0.1,0,0.8,2.3,20, _Sandy,13,1,10,184700,17, _Sandy,24,31,46,3, _SY390,48,0,0,4,3.4,0,3.2,0,0.5
26916,22,9.7,7.6,16.4,8.8,7.5,2.6,0,0.8,5.8,14, _Clay,27,12,155,64300,20, _Clay,6,15,225,3, _SY390,53,0,0,10,4.9,0,2.9,0,0.3
26928,23,11.1,7.4,15.5,8.1,7.3,0.7,0,1.6,3.3,13, _Sandy,31,14,135,160900,15, _Sandy,21,13,49,4, _SY295,55,0,1,2,2.3,0,2.8,0,0.4
26933,22,11.8,6.8,12.7,5.9,6.7,1,0,0.8,2.8,14, _Sandy,14,7,251,199200,13, _Sandy,17,22,48,5, _SY295,52,0,1,3,6.4,0,5.5,0,0.5
26936,25,12.8,5.7,10.5,4.8,5.6,1.4,0,0.8,3.9,20, _Sandy,29,18,202,198500,11, _Clay,7,12,110,4, _SY390,30,1,0,4,2.7,0,3.3,0,0.3
26940,20,12.2,7.8,14.1,6.3,7.7,2.3,0,0.8,6,17, _Sandy,2,43,280,97600,19, _Clay,42,28,108,4, _SY295,77,0,1,5,4.2,0,4.3,0,0.2
26948,18,12.6,8.8,15.5,6.7,8.7,4,0,0.8,4.6,20, _Clay,41,34,9,195000,16, _Clay,17,35,169,4, _SY295,36,0,0,7,7.6,0,8.5,0,0.4
26955,14,5.4,4.1,10.6,6.5,4,1.5,0,0.8,3.5,16, _Clay,10,42,66,133800,17, _Sandy,28,18,110,5, _SY295,68,0,1,4,2.4,0,2.9,0,0.3
26959,24,2.4,4.4,13.7,9.3,4.3,0.5,0,1.6,1.2,11, _Clay,50,8,114,172700,13, _Clay,14,28,231,4, _SY390,27,1,0,8,2.4,0,3,0,0.1
26963,25,3.3,2.3,6.9,4.6,2.2,0,0.1,0.8,1.2,20, _Sandy,28,4,18,151900,12, _Clay,31,39,169,4, _SY295,62,1,0,7,1.1,0,0.1,0,0.5
26969,13,13.2,4.2,14.2,10,4.1,1.5,0,0.8,2.5,17, _Clay,23,12,278,50900,16, _Sandy,46,2,51,4, _SY295,48,0,0,2,2.3,0,2,0,0.5
26975,29,12.6,6.3,8.3,2,6.2,0,0.3,0.8,2.9,14, _Clay,46,37,56,149100,14, _Clay,31,18,49,5, _SY390,29,0,0,3,2.4,0.2,1,0,0.3
26981,18,9.4,8.2,15.6,7.4,8.1,1.9,0,0.8,3.4,11, _Clay,41,45,17,48100,18, _Sandy,46,26,232,3, _SY390,81,1,0,8,3.1,0,3.9,0,0.3
26988,25,12.6,2.3,9.8,7.5,2.2,0.6,0,1.6,1.7,11, _Clay,45,22,210,165700,17, _Sandy,14,20,233,4, _SY295,43,0,1,7,0.9,0,2.1,0,0.3
26994,24,13.2,9.8,15.1,5.3,9.7,3.3,0,0.8,7.7,11, _Clay,28,15,26,5000,15, _Sandy,10,29,232,5, _SY295,40,0,1,8,9,0,5.8,0,0.4
27001,15,4.5,9.3,11,1.7,9.2,3.5,0,0.8,4.3,15, _Sandy,42,6,258,62700,14, _Clay,39,17,234,4, _SY390,85,1,1,7,6.6,0,6.7,0,0.2
27013,18,7.1,5.5,8.8,3.3,5.4,0,1.4,1.6,4.4,11, _Clay,18,8,229,79500,11, _Sandy,42,27,233,4, _SY390,29,0,0,8,3.8,0.6,1.6,0.9,0.1
27025,21,3.1,2.9,6.1,3.2,2.8,1.2,0,0.8,1.5,17, _Sandy,42,37,179,135700,11, _Clay,21,4,175,4, _SY295,90,0,1,5,1.5,0,1.6,0,0.5
27030,13,7.7,9,15.7,6.7,8.9,3.4,0,1.6,3.8,19, _Clay,0,31,198,134300,12, _Clay,21,39,116,4, _SY295,40,1,0,3,4.1,0,5.2,0,0.2
27041,21,5.1,2.2,12.1,9.9,2.1,0.5,0,0.8,1.5,17, _Clay,28,33,275,71700,14, _Sandy,32,11,297,3, _SY390,89,0,0,9,1.6,0,2.1,0,0.2
27086,28,6.6,9.2,13,3.8,9.1,0,0.7,1.6,7.2,18, _Sandy,44,11,197,59900,13, _Sandy,42,16,298,4, _SY295,63,0,0,10,7.2,0,7.5,0.2,0.2
27095,30,8.3,7.5,8,0.5,7.4,0,3.5,0.8,3.7,15, _Sandy,42,16,264,97400,20, _Clay,28,16,60,4, _SY390,38,1,1,1,6.8,2.3,7.3,1.3,0.1
27110,20,13.4,6.4,10.8,4.4,6.3,0,0.4,1.6,2.4,19, _Clay,40,1,12,193400,17, _Clay,2,12,60,4, _SY295,79,0,0,1,1.5,0.3,3.9,0.2,0.5
27119,22,2,4.7,5.8,1.1,4.6,0,2.1,1.6,3.5,17, _Sandy,38,5,79,31900,14, _Clay,39,12,122,4, _SY390,54,0,1,2,2.7,1,3.9,1.5,0.4
27127,24,10.2,9.8,19,9.2,9.7,0,2.7,0.8,3.6,14, _Sandy,41,27,166,29900,17, _Sandy,49,45,240,3, _SY295,43,1,0,8,8.1,1.4,3.8,1.7,0.4
27135,14,1.5,9.3,14.9,5.6,9.2,0,1.3,0.8,5.4,18, _Clay,4,18,98,87600,16, _Clay,28,32,242,5, _SY295,88,0,0,7,4.7,1.2,3.8,1,0.1
27151,14,3.6,8.6,11.3,2.7,8.5,0,3.3,0.8,4.2,18, _Sandy,42,13,194,23500,19, _Sandy,39,39,64,5, _SY390,87,0,1,10,8,2.9,3.5,2.4,0.3
27153,17,11.2,6.2,9.5,3.3,6.1,0,2.9,0.8,5.2,14, _Sandy,11,41,165,182200,15, _Clay,2,18,183,3, _SY390,80,0,0,5,5.2,0.4,2.9,1.3,0.1
27156,14,4.3,8,8.5,0.5,7.9,0,1,1.6,1.5,19, _Sandy,25,7,10,61800,18, _Sandy,35,3,63,3, _SY295,84,0,1,1,5.1,0.7,4.6,0.9,0.4
27158,16,11.9,5.6,6.7,1.1,5.5,1.9,0,1.6,4.2,15, _Sandy,45,35,281,21500,13, _Sandy,49,27,182,4, _SY295,77,1,0,6,3.4,0,3.6,0,0.2
27165,23,1.9,7.8,9,1.2,7.7,0,0.1,0.8,2.2,15, _Clay,49,12,174,139100,11, _Clay,16,22,183,3, _SY390,39,1,0,5,3.3,0,0.7,0,0.3
27168,30,10.8,2.7,10.5,7.8,2.6,0,0.3,0.8,1.8,16, _Sandy,28,9,184,38900,17, _Sandy,42,39,4,5, _SY295,48,0,1,9,2.4,0.1,1.7,0.1,0.4
27172,10,5.1,10,11.3,1.3,9.9,0,3.4,1.6,8.7,14, _Clay,1,34,67,57600,20, _Clay,35,16,184,5, _SY295,68,0,0,5,6.1,1.4,7.8,0,0.3
27175,24,10,6.4,8.6,2.2,6.3,1.7,0,1.6,3.1,14, _Clay,6,30,174,196100,13, _Clay,5,8,63,4, _SY390,57,0,0,2,4.7,0,4.6,0,0.4
27184,26,11.7,4.7,13.2,8.5,4.6,1.9,0,0.8,3.2,11, _Clay,4,35,241,34700,20, _Sandy,42,8,125,4, _SY295,31,0,0,3,3.9,0,4,0,0.3
27206,30,2.6,8.8,18.2,9.4,8.7,2.3,0,0.8,7.7,17, _Clay,35,38,192,148000,11, _Clay,9,16,247,4, _SY390,44,1,1,7,5.8,0,5.7,0,0.3
27237,18,3,7.3,12.4,5.1,7.2,2.7,0,0.8,5.4,13, _Sandy,28,32,268,199500,16, _Sandy,49,5,188,5, _SY295,62,1,1,5,5.1,0,3.9,0,0.5
27246,11,1.9,4.4,6.5,2.1,4.3,0.6,0,0.8,2.9,14, _Clay,11,6,171,17900,20, _Clay,42,17,9,3, _SY295,32,0,0,9,0.6,0,2.1,0,0.1
27249,17,10.8,7.4,16,8.6,7.3,2.6,0,0.8,3.3,15, _Clay,41,3,181,116700,16, _Sandy,16,35,129,4, _SY295,41,1,0,3,4.9,0,7,0,0.1
27252,20,11.8,6.3,13.8,7.5,6.2,0,3,0.8,4.4,11, _Sandy,6,14,131,115900,14, _Sandy,6,25,192,3, _SY295,84,1,0,3,5.7,1.1,4.9,0,0.5
27257,15,11.2,8.4,17.4,9,8.3,0.1,0,0.8,4.3,18, _Sandy,30,39,209,15100,12, _Sandy,42,41,190,4, _SY295,66,1,0,5,7.5,0,4.3,0,0.4
27272,29,4.2,6.2,8.3,2.1,6.1,0,2.7,1.6,3.4,19, _Clay,42,34,208,110300,18, _Clay,6,28,253,3, _SY390,85,0,0,5,4.8,2.6,5.5,1,0.1
27284,22,4,9.3,13.4,4.1,9.2,3.8,0,0.8,7.1,18, _Sandy,3,5,15,106900,12, _Clay,16,6,12,3, _SY295,25,0,1,8,4.1,0,5.4,0,0.2
27288,16,2.3,6.9,10.1,3.2,6.8,0.8,0,1.6,5.3,18, _Clay,3,30,101,85900,18, _Clay,13,9,134,5, _SY295,65,1,0,1,5.9,0,6.6,0,0.2
27290,26,5.9,6,13.8,7.8,5.9,2.7,0,0.8,3.9,13, _Sandy,48,13,169,85300,11, _Sandy,23,8,12,4, _SY295,38,0,1,9,4,0,3.8,0,0.5
27298,24,6.3,7,15.2,8.2,6.9,0.7,0,0.8,5.3,16, _Sandy,36,3,198,182700,17, _Clay,49,15,72,4, _SY295,62,0,1,10,5.9,0,6.4,0,0.2
27306,26,8,5.3,10.2,4.9,5.2,1.3,0,1.6,1.5,13, _Sandy,34,8,265,21200,14, _Sandy,35,15,134,4, _SY390,37,1,1,2,4.8,0,1.5,0,0.2
27309,19,12.9,9.8,15.7,5.9,9.7,0.9,0,1.6,4.8,13, _Sandy,38,5,72,159700,16, _Sandy,5,6,13,3, _SY295,26,0,0,9,1.9,0,0.9,0,0.2
27312,22,13.9,8.7,13.4,4.7,8.6,1.7,0,1.6,6.8,19, _Sandy,3,16,23,159000,15, _Clay,46,42,75,5, _SY390,70,0,0,9,5.1,0,6.4,0,0.5
27317,30,4.2,9.3,11.6,2.3,9.2,1.2,0,1.6,7.9,17, _Clay,1,41,4,18400,15, _Sandy,35,39,15,5, _SY390,70,1,1,8,7.4,0,2.5,0,0.5
27322,18,7.6,9.9,19.3,9.4,9.8,0.7,0,1.6,9.2,14, _Sandy,0,20,284,76900,16, _Sandy,23,35,254,5, _SY295,71,0,1,6,1.3,0,6.7,0,0.4
27329,18,1.6,2.5,8,5.5,2.4,0,0,0.8,1.3,15, _Clay,30,42,80,154800,17, _Sandy,46,10,196,4, _SY390,53,0,1,3,0.7,0,2,0,0.5
27330,30,12,9.4,15.2,5.8,9.3,1,0,1.6,4.1,18, _Clay,14,11,216,134600,15, _Sandy,2,23,256,4, _SY295,50,0,0,5,7,0,7.8,0,0.1
27351,25,13.5,2.7,7.2,4.5,2.6,0,1.2,0.8,1.4,15, _Sandy,25,32,90,168700,16, _Clay,49,45,76,4, _SY390,30,0,1,10,1.5,0.4,1.8,0.3,0.2
27355,19,11.8,8.5,12.1,3.6,8.4,1.5,0,0.8,2.9,14, _Clay,25,11,176,147800,12, _Clay,46,3,198,4, _SY295,70,1,0,3,1.6,0,2.2,0,0.2
27373,13,5.9,2.6,11.3,8.7,2.5,0,1,0.8,2,12, _Clay,10,7,166,163100,19, _Sandy,49,4,137,4, _SY390,31,1,1,2,1,0.9,2,0.6,0.3
27376,19,1.6,5.7,11.3,5.6,5.6,0,0.2,1.6,1.6,13, _Clay,40,4,176,62900,15, _Clay,23,21,258,3, _SY390,39,0,1,6,2.8,0,1.2,0,0.4
27379,26,10.5,8.7,11.3,2.6,8.6,0,1.4,0.8,6.4,14, _Sandy,19,1,185,161700,20, _Clay,49,38,78,5, _SY295,47,0,0,10,8.3,1.1,6.6,1.3,0.4
27390,23,10.7,3.1,8.6,5.5,3,1.2,0,0.8,2.2,19, _Clay,13,33,126,119200,15, _Clay,2,43,200,3, _SY295,34,0,1,3,1.3,0,1.9,0,0.3
27392,21,4,3.4,13.2,9.8,3.3,0,0.5,1.6,1.6,11, _Sandy,22,2,59,138700,20, _Sandy,5,29,18,4, _SY295,77,0,1,8,1.1,0.3,2.8,0.2,0.4
27400,15,9.6,8.3,10.8,2.5,8.2,1.4,0,1.6,5.6,19, _Sandy,46,7,29,136600,19, _Clay,46,10,21,3, _SY295,71,0,0,6,5.1,0,5,0,0.4
27414,13,10.7,8.7,9.5,0.8,8.6,0,1.4,0.8,7.9,13, _Clay,18,37,174,73300,14, _Sandy,16,25,81,4, _SY295,27,0,1,9,6.2,0.8,5.6,1.1,0.2
27423,29,3.3,5.5,8.6,3.1,5.4,2.2,0,1.6,2.9,11, _Clay,42,41,144,71100,13, _Clay,6,5,84,3, _SY295,87,1,0,8,5.3,0,3.2,0,0.2
27425,17,6.9,4.6,12.3,7.7,4.5,0,0.6,1.6,3.5,17, _Clay,36,24,212,70500,15, _Sandy,16,4,261,5, _SY295,60,0,1,5,2.7,0.2,3.3,0.2,0.5
27426,29,4.2,3.4,11.4,8,3.3,0,0.5,1.6,2.1,20, _Clay,20,38,48,50300,13, _Clay,23,17,21,3, _SY390,56,0,1,7,3.2,0.2,2.4,0.1,0.2
27427,20,1.4,2.2,10.5,8.3,2.1,0,0.4,0.8,1.1,13, _Sandy,5,7,184,30200,11, _Sandy,30,29,80,3, _SY295,52,1,0,10,1,0.2,1.5,0,0.4
27428,24,2.7,7.6,12.2,4.6,7.5,0,2,1.6,3.5,18, _Sandy,15,21,222,169300,11, _Sandy,42,22,81,4, _SY390,68,1,0,9,2,1.6,3.2,0.3,0.1
27429,14,13,6.4,11.3,4.9,6.3,0,1.9,0.8,2.3,11, _Clay,50,35,58,149100,18, _Clay,49,34,141,4, _SY295,64,0,1,1,3.7,1.8,2.7,0,0.3
27430,26,10.3,5.2,10.5,5.3,5.1,0,1.7,1.6,4.5,14, _Sandy,35,4,193,129000,16, _Sandy,5,1,201,5, _SY390,61,1,0,4,4.6,0.1,2.3,1.4,0.4
27431,27,3.7,6.5,10,3.5,6.4,0.4,0,1.6,3.8,14, _Sandy,30,32,173,168500,19, _Clay,31,12,144,3, _SY295,46,1,1,10,2.7,0,5.8,0,0.4
27432,17,1,5.3,9.1,3.8,5.2,0.9,0,0.8,2.6,17, _Clay,15,1,8,148300,17, _Sandy,39,25,204,3, _SY390,42,0,0,2,4.3,0,4.7,0,0.1
27433,29,11.3,4.1,8.2,4.1,4,0,0,0.8,0.9,11, _Sandy,50,15,144,128200,15, _Clay,46,37,263,4, _SY295,38,0,0,4,0.8,0,3.4,0,0.3
27448,19,3.3,3,11,8,2.9,0,0.2,1.6,1.6,15, _Clay,47,45,192,25200,12, _Clay,20,33,264,4, _SY295,80,1,0,4,1.7,0,1.5,0.1,0.1
27483,11,5,6.9,16.5,9.6,6.8,0,0.1,0.8,0.9,17, _Clay,0,7,7,16800,17, _Clay,20,15,206,5, _SY295,47,1,0,2,1.4,0,5.5,0,0.5
27486,21,8.6,6,10.6,4.6,5.9,0,0.5,0.8,4.2,12, _Sandy,45,35,75,16200,20, _Sandy,30,14,84,4, _SY295,86,0,0,9,4.7,0.3,1.5,0.3,0.3
27495,19,9,7,11.9,4.9,6.9,0,3,0.8,3.5,15, _Sandy,33,26,104,113600,16, _Clay,5,21,145,3, _SY295,45,0,1,1,3.7,0,6,1.8,0.5
27508,11,7.7,5.6,10.1,4.5,5.5,0,0,0.8,3.4,17, _Sandy,21,42,219,190000,18, _Clay,27,31,27,5, _SY295,44,1,1,6,2,0,5.5,0,0.3
27512,15,9.8,8.9,14.6,5.7,8.8,2.4,0,1.6,7.9,11, _Clay,9,8,161,109400,19, _Clay,5,35,266,5, _SY295,29,0,0,5,2.4,0,8.4,0,0.5
27552,17,8.3,6.6,9.7,3.1,6.5,0,2.3,0.8,3.4,19, _Sandy,7,23,236,199000,18, _Sandy,20,25,91,4, _SY295,48,1,0,7,4.4,0.7,4.2,0.2,0.3
