íÁëÃâÑí∑,íÁëÃïù,ç∂âEï«ëÃçÇÇ≥,íÜãlìyìVí[çÇÇ≥,íÁäOãÊä‘ínï\ñ ,íÁì‡ãÊä‘ínï\ñ ,à¯í£çﬁä‘äu,ç›óàínî’èdó ,ç›óàínî’ãÊï™,ç›óàínî’Níl,ç›óàínî’ñÄéCäp,ç›óàínî’îSíÖóÕ,ç›óàínî’ïœå`åWêî,íÜãlÇﬂèdó ,íÜãlÇﬂãÊï™,íÜãlÇﬂNíl,íÜãlÇﬂñÄéCäp,íÜãlÇﬂîSíÖóÕ,ñÓî¬å^,ñÓî¬çﬁóø,à¯í£çﬁíºåa,à¯í£çﬁçﬁóøî‘çÜ,ï†ãNÇµçﬁéø,íÁäOë§êÖà _èÌéû,íÁì‡ë§êÖà _èÌéû,à¯í£çﬁà íu,ï†ãNÇµî‘çÜ,ç™ì¸ÇÍê[Ç≥,à¿ëSó¶ÉGÉâÅ[îªíË
30,10.1,2.0,1.9,0.0,0.7,1.6,14,0,25,42,124,64300,17,1,10,6,210,2,1,87,0,0,1.0,0.3,1.1,4,6.9,0
21,7.3,8.9,8.8,0.0,3.4,0.8,17,0,10,11,259,44100,14,0,17,18,269,0,0,83,1,1,7.0,1.8,4.1,7,7.200000000000001,0
25,8.6,6.3,6.2,0.0,2.7,1.6,11,1,20,25,298,183300,15,1,28,11,270,0,1,33,1,1,3.8,2.0,5.8,6,3.500000000000001,0
23,1.8,6.6,6.5,1.2,0.0,0.8,14,0,29,39,230,3800,19,1,31,42,89,2,0,76,1,0,3.7,0.0,5.0,1,7.800000000000001,0
27,3.1,3.9,3.8,0.0,0.0,1.6,18,0,40,8,269,142900,20,0,43,35,90,2,1,25,1,0,0.5,0.0,2.1,1,4.1,0
18,13.4,2.7,2.6,0.7,0.0,1.6,11,1,24,22,104,122800,17,1,50,2,149,0,0,88,0,1,1.7,0.0,1.4,3,4.4,0
22,1.6,8.1,8.0,0.0,0.7,0.8,16,1,34,36,143,62900,18,1,10,40,150,0,1,37,1,1,2.1,0.2,2.4,2,0.7000000000000011,0
20,8.0,8.4,8.3,0.1,0.0,1.6,18,0,44,5,76,82400,12,0,13,27,268,1,0,80,1,1,3.0,0.0,0.4,8,5.0,0
15,6.5,4.5,4.4,0.5,0.0,1.6,16,1,38,33,250,2400,20,0,31,32,29,2,0,26,0,1,2.1,0.0,3.0,9,1.5999999999999996,0
19,7.7,9.9,9.8,1.2,0.0,0.8,20,0,49,2,288,141500,11,0,43,25,30,0,0,42,1,1,1.8,0.0,5.5,9,7.6,0
30,5.0,8.7,8.6,2.0,0.0,1.6,13,0,33,16,123,121400,18,1,50,37,90,0,1,38,0,0,5.2,0.0,4.1,1,7.900000000000002,0
13,6.3,6.0,5.9,0.0,2.0,1.6,18,1,43,30,162,61500,19,0,10,30,91,1,0,54,0,0,2.5,0.4,2.7,0,4.199999999999999,0
25,3.5,4.8,4.7,1.6,0.0,0.8,11,0,28,44,297,41300,16,0,17,42,150,1,1,50,1,1,3.3,0.0,4.4,3,4.500000000000001,0
16,13.9,3.7,3.6,1.6,0.0,1.6,14,0,12,13,133,21200,14,1,24,9,210,2,0,47,0,1,3.5,0.0,3.0,5,4.8,0
20,2.0,9.1,9.0,0.0,4.0,0.8,18,1,22,27,171,160300,14,0,36,2,211,2,1,62,1,1,7.0,2.7,7.0,4,1.0999999999999996,0
10,12.4,7.9,7.8,0.4,0.0,1.6,12,1,7,41,7,140100,12,1,43,14,270,0,0,59,0,0,0.4,0.0,3.6,7,1.4000000000000004,0
26,10.9,4.0,3.9,0.0,0.2,1.6,19,0,2,24,181,60100,19,0,10,19,31,1,1,71,1,1,0.4,0.0,0.6,8,7.6,0
30,12.2,9.4,9.3,0.0,1.0,1.6,14,1,12,38,219,199200,20,1,21,12,32,2,0,86,0,1,7.0,0.3,8.4,8,4.0,0
21,9.4,8.2,8.1,0.0,1.2,0.8,17,1,47,7,55,179100,17,1,28,24,92,2,1,83,1,0,2.1,0.5,6.1,0,4.300000000000001,0
25,10.7,5.5,5.4,0.0,1.0,1.6,11,0,6,21,93,119200,18,0,40,17,93,0,0,32,1,0,4.5,0.6,3.4,9,0.5999999999999996,0
16,7.9,4.3,4.2,0.0,0.9,0.8,15,1,42,35,229,99000,15,1,47,29,152,0,1,29,0,0,1.5,0.7,2.2,2,0.9000000000000004,0
27,5.2,3.1,3.0,0.0,0.8,1.6,18,1,26,4,65,78900,13,0,3,42,212,1,0,25,0,1,2.1,0.7,1.3,4,1.1999999999999995,0
10,6.4,8.6,8.5,0.0,2.6,0.8,12,0,37,18,103,19000,13,0,14,34,213,2,1,41,0,1,4.1,0.3,2.9,3,7.1,0
22,3.7,7.4,7.3,0.0,2.5,1.6,16,0,21,31,239,197800,11,1,21,2,272,2,0,37,1,0,5.7,0.6,6.4,6,7.4,0
16,8.8,2.2,2.1,0.6,0.0,1.6,14,1,20,31,133,78200,15,1,13,41,89,0,0,64,1,0,0.8,0.0,1.6,2,5.8,0
17,2.2,3.5,3.4,0.0,1.4,0.8,13,1,16,14,112,117800,19,0,40,7,33,0,1,49,1,1,2.9,0.8,2.3,7,4.1,0
15,8.6,3.8,3.7,1.5,0.0,1.6,16,1,25,28,45,137300,13,1,43,38,151,2,0,26,1,0,3.5,0.0,2.2,3,8.3,0
23,11.1,6.5,6.4,0.0,0.3,1.6,14,1,46,11,122,17600,14,1,14,24,153,2,0,57,1,0,1.5,0.0,5.9,1,1.0,0
29,13.4,8.3,8.2,2.1,0.0,0.8,16,1,29,25,152,76800,16,1,13,30,30,1,1,81,0,1,2.8,0.0,6.5,9,9.3,0
12,1.6,5.6,5.5,1.4,0.0,1.6,20,1,39,39,190,17000,16,0,24,23,31,1,0,30,0,0,4.6,0.0,3.7,9,5.6,0
24,12.0,4.4,4.3,1.6,0.0,1.6,13,0,24,8,26,195800,14,1,31,35,90,2,1,27,0,1,2.1,0.0,2.6,1,5.9,0
18,10.5,8.6,8.5,4.0,0.0,1.6,11,1,19,36,200,115800,12,0,50,40,151,0,1,39,1,0,5.1,0.0,4.3,3,2.5,0
26,13.0,3.3,3.2,0.0,1.0,1.6,19,0,39,19,277,195000,12,1,21,26,153,1,0,70,0,0,2.2,0.0,2.4,2,4.8,0
17,10.3,2.1,2.0,0.0,0.7,0.8,13,0,24,33,112,174900,20,0,28,38,213,1,1,66,1,1,2.0,0.1,1.3,4,5.1,0
21,11.5,7.5,7.4,0.0,3.0,1.6,17,1,34,2,151,115000,20,1,40,31,214,2,0,82,1,0,5.7,1.1,4.6,3,1.4000000000000004,0
19,4.8,7.8,7.7,2.3,0.0,1.6,19,0,43,16,84,134500,15,0,43,17,32,0,1,59,1,0,6.5,0.0,3.2,8,5.7,0
23,6.0,5.1,5.0,0.0,2.4,0.8,14,0,3,30,122,74700,15,0,3,10,33,0,0,75,0,0,3.5,1.5,4.7,8,2.0,0
14,3.3,3.9,3.8,1.5,0.0,1.6,17,1,38,44,258,54500,13,1,10,22,92,1,1,71,1,1,3.5,0.0,3.2,0,2.3000000000000003,0
12,9.6,4.2,4.1,0.5,0.0,0.8,19,0,47,13,190,74000,18,0,13,9,211,2,0,48,1,1,0.5,0.0,2.6,5,6.6000000000000005,0
16,10.9,9.6,9.5,1.2,0.0,1.6,14,0,7,27,229,14200,18,0,24,2,212,2,1,63,1,0,6.7,0.0,4.8,5,2.9000000000000004,0
28,8.2,8.4,8.3,2.0,0.0,0.8,17,1,42,41,64,193000,16,1,31,14,271,0,0,60,0,1,2.4,0.0,3.6,7,3.1999999999999997,0
19,5.4,7.2,7.1,2.5,0.0,1.6,20,0,26,10,200,172800,13,0,39,26,31,1,1,56,1,0,4.7,0.0,2.9,9,3.499999999999999,0
19,11.9,8.5,8.4,0.0,2.2,0.8,20,0,22,38,179,13400,17,1,14,38,274,1,0,41,1,1,2.3,1.6,6.7,5,1.8000000000000007,0
10,9.2,7.3,7.2,0.0,2.1,1.6,13,1,6,7,15,192200,14,0,21,5,34,2,1,37,0,0,4.3,1.8,4.9,8,2.1000000000000005,0
20,12.8,6.4,6.3,1.1,0.0,1.6,19,1,0,35,84,191600,17,1,31,4,212,1,1,76,0,0,1.1,0.0,2.1,5,6.699999999999999,0
10,10.1,5.2,5.1,1.5,0.0,0.8,12,0,36,4,219,171400,14,0,39,16,271,2,0,73,1,1,3.0,0.0,4.8,7,6.999999999999999,0
11,3.5,6.4,6.3,0.0,0.0,0.8,12,0,31,32,199,12000,18,0,14,27,215,2,1,58,1,0,6.1,0.0,4.2,3,5.199999999999999,0
23,13.8,5.2,5.1,0.0,0.2,0.8,15,1,15,1,34,190800,15,0,21,39,274,0,0,54,0,1,2.0,0.1,2.6,5,5.499999999999999,0
13,11.1,4.0,3.9,1.5,0.0,1.6,18,1,0,15,170,170700,13,1,28,7,34,0,1,50,1,0,3.4,0.0,2.3,8,5.9,0
29,9.6,8.2,8.1,0.0,1.2,1.6,16,0,46,43,44,90600,11,0,47,12,94,1,1,62,0,0,7.1,0.2,7.6,9,2.5,0
20,6.9,7.0,6.9,0.7,0.0,0.8,19,1,30,11,179,70500,18,1,3,24,154,2,0,58,0,1,2.2,0.0,5.3,2,2.8000000000000007,0
10,4.1,5.8,5.7,1.2,0.0,1.6,13,0,14,25,15,50300,16,0,10,36,213,0,1,55,1,0,4.2,0.0,3.8,4,3.1000000000000005,0
13,11.7,3.5,3.4,1.4,0.0,0.8,19,1,34,8,286,10000,11,1,24,16,33,1,1,47,1,1,2.4,0.0,1.9,9,3.7,0
24,9.0,2.3,2.2,0.1,0.0,1.6,13,0,18,22,122,188800,18,0,31,28,92,2,0,43,0,0,2.0,0.0,0.3,1,4.0,0
15,6.3,9.2,9.1,1.4,0.0,0.8,16,1,3,36,257,168600,16,1,39,40,152,0,1,40,1,1,3.7,0.0,7.7,3,4.300000000000001,0
16,12.8,2.3,2.2,0.0,1.0,0.8,15,1,49,19,237,9200,19,0,14,6,95,0,0,25,1,0,2.1,0.4,1.6,9,2.6000000000000005,0
27,10.0,9.2,9.1,0.0,0.1,1.6,19,0,34,33,73,188000,17,1,21,18,155,1,1,87,0,1,2.4,0.0,3.3,1,2.9000000000000004,0
18,7.3,8.0,7.9,2.1,0.0,0.8,12,1,18,2,208,167900,15,1,28,31,214,2,0,83,0,0,6.0,0.0,3.2,4,3.1999999999999997,0
22,8.5,5.3,5.2,0.0,0.5,0.8,16,1,28,16,247,108000,15,0,40,23,215,2,1,33,0,1,2.0,0.4,0.7,3,9.1,0
13,5.8,4.1,4.0,0.0,0.5,1.6,20,0,13,30,82,87800,12,1,47,36,275,0,0,29,1,0,3.1,0.0,3.2,5,9.4,0
11,12.2,4.4,4.3,0.4,0.0,0.8,12,1,22,44,15,107400,17,0,50,22,93,1,1,72,1,0,3.9,0.0,2.7,1,4.1,0
22,9.4,3.2,3.1,0.6,0.0,1.6,15,0,7,13,151,87200,15,0,6,35,153,2,0,68,0,1,1.3,0.0,1.6,3,4.4,0
13,6.7,2.0,1.9,0.6,0.0,0.8,19,0,42,27,286,67000,12,1,13,2,212,2,1,65,1,1,1.5,0.0,1.0,5,4.7,0
17,7.9,7.5,7.4,2.3,0.0,1.6,13,1,1,41,24,7200,13,0,24,40,213,0,1,80,0,1,4.1,0.0,2.8,5,1.0,0
29,5.2,6.3,6.2,2.6,0.0,0.8,16,1,37,10,160,186000,20,0,31,7,273,0,0,77,1,0,5.4,0.0,5.6,7,1.2999999999999998,0
19,2.4,5.1,5.0,0.1,0.0,0.8,20,0,21,24,296,165800,18,1,39,19,33,1,1,73,0,1,0.9,0.0,3.4,9,1.6000000000000003,0
28,5.0,7.8,7.7,0.2,0.0,0.8,18,1,42,7,72,46100,18,1,10,5,35,2,1,38,1,1,3.8,0.0,3.0,8,3.9,0
30,12.6,5.4,5.3,1.3,0.0,0.8,15,0,10,35,44,5800,14,0,24,29,154,0,1,31,1,0,2.5,0.0,1.5,3,4.5,0
20,9.8,4.2,4.1,1.5,0.0,1.6,18,1,46,4,179,184600,11,1,31,41,213,1,0,27,0,1,3.4,0.0,3.5,5,4.8,0
25,11.1,9.6,9.5,3.4,0.0,0.8,12,1,5,18,218,124700,11,1,43,34,214,1,0,43,1,1,5.6,0.0,7.3,4,1.0999999999999996,0
15,8.3,8.4,8.3,3.9,0.0,0.8,16,0,40,32,53,104600,19,0,50,1,274,2,1,39,0,0,7.3,0.0,5.9,6,1.4000000000000004,0
14,8.1,10.0,9.9,0.7,0.0,1.6,18,1,45,29,266,163700,17,0,28,44,36,1,0,67,0,1,5.2,0.0,9.3,8,4.0,0
16,2.6,7.6,7.5,2.2,0.0,1.6,14,1,14,12,237,123300,12,0,43,24,155,2,0,60,0,0,3.8,0.0,5.2,2,4.6,0
24,5.2,2.2,2.1,0.0,0.8,1.6,13,0,35,40,14,3600,13,1,14,9,157,0,1,25,1,0,1.6,0.0,1.2,1,6.8,0
19,10.3,5.2,5.1,0.0,0.0,0.8,11,0,34,40,208,83000,17,1,6,3,274,1,0,52,0,0,0.6,0.0,1.2,7,5.2,0
30,7.5,4.0,3.9,0.4,0.0,1.6,14,1,18,8,44,62800,15,0,13,16,33,1,1,48,1,0,2.3,0.0,0.6,9,5.5,0
10,14.0,5.2,5.1,0.0,0.2,1.6,14,1,14,37,23,102400,18,1,40,27,277,2,0,33,1,1,0.6,0.1,3.6,5,3.8,0
16,3.3,7.0,6.9,2.3,0.0,0.8,15,1,48,5,53,161600,20,0,38,33,154,0,1,57,0,0,2.3,0.0,4.5,3,2.4000000000000004,0
16,9.8,8.3,8.2,0.0,1.3,0.8,15,1,44,33,33,2200,14,1,14,44,97,0,1,42,0,1,5.1,1.2,2.7,9,0.6999999999999993,0
10,1.8,3.1,3.0,1.3,0.0,0.8,13,0,43,33,227,81600,18,1,6,38,214,1,1,69,0,1,1.4,0.0,1.6,5,8.700000000000001,0
22,12.2,10.0,9.9,0.5,0.0,0.8,16,1,27,2,63,61400,16,0,13,5,274,2,0,65,1,1,5.0,0.0,9.3,7,9.0,0
26,13.4,7.4,7.3,0.3,0.0,1.6,20,1,38,16,101,1600,16,1,24,43,275,2,1,81,1,1,1.2,0.0,5.7,6,5.299999999999999,0
17,10.7,6.2,6.1,1.0,0.0,0.8,14,0,22,30,237,180400,14,1,31,10,34,0,0,77,0,0,3.7,0.0,4.0,9,5.6000000000000005,0
15,10.4,7.7,7.6,2.0,0.0,1.6,16,1,27,27,149,40500,12,0,10,8,96,1,0,39,0,1,3.4,0.0,2.6,0,8.100000000000001,0
27,7.7,6.5,6.4,2.4,0.0,0.8,19,0,11,41,285,20300,20,0,17,20,156,2,1,35,1,0,5.1,0.0,5.8,2,8.4,0
10,9.0,3.8,3.7,1.3,0.0,1.6,13,0,22,10,23,159500,20,1,28,13,157,0,0,51,0,0,2.0,0.0,2.9,1,4.8,0
12,3.5,9.5,9.4,0.9,0.0,0.8,20,0,41,38,294,119100,15,0,43,37,276,1,0,43,0,1,2.0,0.0,4.1,6,5.4,0
11,3.2,3.0,2.9,0.5,0.0,1.6,12,1,46,35,207,178200,13,1,21,35,37,2,0,71,0,0,2.6,0.0,2.4,7,7.9,0
26,8.3,5.9,5.8,2.4,0.0,1.6,20,0,46,35,101,58600,18,1,13,29,155,0,0,32,1,1,3.6,0.0,5.0,3,6.299999999999999,0
27,1.8,7.2,7.1,2.2,0.0,1.6,20,0,41,18,81,98200,11,0,39,40,98,1,0,83,1,0,6.7,0.0,4.6,9,4.499999999999999,0
18,12.1,6.0,5.9,2.5,0.0,1.6,13,1,26,32,216,78000,19,1,47,7,158,1,1,79,0,1,3.6,0.0,3.6,1,4.800000000000001,0
12,4.1,9.0,8.9,1.2,0.0,1.6,11,0,25,32,111,157400,13,1,38,1,275,2,1,40,0,1,7.6,0.0,3.4,7,3.1999999999999997,0
16,5.4,6.3,6.2,0.8,0.0,0.8,15,0,35,1,149,97600,14,1,50,39,276,2,0,56,0,1,3.4,0.0,1.5,6,9.1,0
24,7.9,9.0,8.9,1.2,0.0,0.8,14,1,5,29,226,176800,14,1,21,25,278,0,0,88,1,1,7.3,0.0,7.1,5,1.8000000000000007,0
18,13.0,3.9,3.8,1.3,0.0,0.8,12,0,4,29,120,57200,19,1,13,19,95,1,0,49,1,0,2.0,0.0,3.0,1,9.7,0
26,2.4,6.6,6.5,2.3,0.0,0.8,20,0,24,12,197,136500,19,0,35,4,97,2,1,80,1,0,4.8,0.0,4.0,0,2.4000000000000004,0
30,3.7,3.9,3.8,1.3,0.0,1.6,15,1,35,26,235,76600,20,1,47,42,98,2,0,30,0,0,1.9,0.0,2.0,9,8.299999999999999,0
24,8.8,6.9,6.8,0.5,0.0,0.8,13,0,34,26,130,156000,14,1,38,36,215,0,0,57,1,0,5.4,0.0,1.9,5,6.699999999999999,0
25,2.2,8.2,8.1,3.7,0.0,0.8,12,0,29,9,109,195600,17,0,14,2,159,0,0,42,1,1,5.1,0.0,7.5,1,4.9,0
19,7.3,3.0,2.9,0.5,0.0,0.8,20,1,28,9,4,76000,12,0,6,41,276,1,0,69,1,1,2.5,0.0,2.4,7,3.3,0
30,4.3,3.4,3.3,1.2,0.0,0.8,16,1,18,20,52,114900,18,1,43,6,97,0,0,27,0,0,3.2,0.0,1.6,0,6.199999999999999,0
13,5.6,8.8,8.7,3.5,0.0,1.6,20,1,28,34,90,55100,18,0,3,44,98,0,0,43,0,0,6.7,0.0,8.4,9,2.5,0
28,4.1,4.9,4.8,0.0,0.0,0.8,18,0,23,16,264,174000,16,1,21,4,159,1,0,55,0,1,3.2,0.0,3.0,1,8.7,0
23,2.6,9.1,9.0,1.0,0.0,0.8,15,1,17,44,138,94000,14,1,39,9,219,0,0,67,1,1,6.9,0.0,3.4,3,5.300000000000001,0
14,13.0,7.9,7.8,1.7,0.0,1.6,18,0,2,13,274,73800,11,0,47,21,279,0,1,63,0,0,2.5,0.0,2.5,5,5.6,0
25,10.2,6.8,6.7,2.3,0.0,0.8,12,1,37,27,109,53700,19,0,3,33,38,1,0,59,0,1,4.7,0.0,6.2,7,5.9,0
16,7.5,5.6,5.5,2.5,0.0,1.6,15,1,22,41,245,33500,17,1,10,1,98,2,1,56,1,0,5.4,0.0,4.6,0,6.200000000000001,0
28,4.7,4.4,4.3,0.2,0.0,1.6,18,0,6,10,80,13300,14,0,17,13,157,2,0,52,0,1,1.7,0.0,2.4,2,6.6,0
18,2.0,3.2,3.1,0.5,0.0,0.8,12,1,41,24,216,192200,12,0,24,25,217,0,1,48,1,1,2.5,0.0,1.5,4,6.9,0
30,12.3,2.0,1.9,0.5,0.0,1.6,15,0,26,38,52,172000,19,1,31,37,277,1,0,44,0,0,0.7,0.0,0.8,6,7.199999999999999,0
13,13.6,7.4,7.3,1.9,0.0,0.8,19,0,36,7,90,112100,20,0,42,30,278,1,0,60,1,0,6.4,0.0,2.1,6,3.5,0
25,10.9,6.2,6.1,2.4,0.0,1.6,13,1,20,21,226,92000,17,0,50,42,37,2,1,57,0,1,3.3,0.0,5.3,8,3.8,0
29,12.1,3.5,3.4,1.3,0.0,0.8,17,1,31,35,264,32100,17,1,10,35,38,2,0,72,0,1,3.2,0.0,2.6,7,9.7,0
19,9.4,2.3,2.2,1.0,0.0,1.6,20,0,15,4,99,11900,15,0,17,2,98,0,1,69,1,0,1.3,0.0,1.5,0,10.0,0
10,6.6,9.2,9.1,0.9,0.0,1.6,14,1,50,18,235,190800,13,1,24,15,157,1,0,65,0,0,6.8,0.0,3.4,2,0.7000000000000011,0
30,6.4,2.7,2.6,0.5,0.0,0.8,16,0,4,15,147,50900,11,1,3,12,219,2,0,27,0,1,1.4,0.0,2.0,3,3.3,0
21,3.7,9.6,9.5,3.0,0.0,1.6,19,1,40,29,283,30700,18,1,10,25,279,0,1,89,1,0,8.5,0.0,6.8,5,3.6,0
11,14.0,8.4,8.3,3.6,0.0,0.8,12,1,24,43,119,10500,16,0,17,37,38,1,0,85,1,1,4.7,0.0,5.5,8,3.9,0
15,2.2,5.7,5.6,2.4,0.0,1.6,16,0,34,12,157,149700,16,1,28,30,39,1,1,35,1,1,5.3,0.0,3.2,7,9.8,0
19,3.4,3.0,2.9,1.1,0.0,0.8,11,0,45,26,195,89800,16,0,39,22,40,1,0,51,1,0,2.1,0.0,1.4,7,6.1,0
10,13.8,9.9,9.8,0.3,0.0,0.8,14,1,29,40,31,69600,14,0,47,35,100,2,1,47,0,1,9.5,0.0,8.6,9,6.4,0
24,5.6,6.3,6.2,2.2,0.0,1.6,14,1,33,37,138,9100,17,0,17,26,279,1,0,36,0,0,2.9,0.0,3.6,6,7.3,0
28,6.8,3.6,3.5,1.3,0.0,0.8,18,1,44,6,176,148300,17,1,28,19,280,2,0,52,0,0,3.2,0.0,1.8,5,3.7,0
19,4.1,2.4,2.3,1.1,0.0,1.6,12,0,28,20,12,128100,15,0,35,31,39,2,1,48,1,0,1.4,0.0,2.0,7,4.0,0
23,5.3,7.8,7.7,3.5,0.0,0.8,16,1,38,34,50,68200,15,1,47,24,40,0,0,64,0,0,7.3,0.0,6.8,7,9.9,0
13,2.6,6.7,6.6,0.5,0.0,0.8,19,1,23,3,186,48100,13,1,3,37,100,1,1,60,1,1,2.4,0.0,4.3,9,0.5999999999999996,0
25,13.0,5.5,5.4,1.0,0.0,1.6,13,0,7,17,21,27900,20,0,10,4,159,1,0,56,0,0,4.2,0.0,3.0,1,0.9000000000000004,0
16,10.2,4.3,4.2,1.2,0.0,0.8,16,1,42,31,157,7700,18,1,17,16,219,2,1,52,1,1,1.6,0.0,2.1,4,1.2000000000000002,0
18,4.7,10.0,9.9,0.2,0.0,0.8,13,0,11,14,128,166400,13,0,31,41,38,1,1,45,0,0,9.4,0.0,8.7,8,1.8000000000000007,0
30,8.5,10.0,9.9,0.1,0.0,0.8,15,1,42,10,243,185800,14,0,14,19,41,2,1,26,1,0,9.0,0.0,4.1,6,10.0,0
21,5.8,8.8,8.7,1.1,0.0,1.6,19,0,26,24,79,165600,11,1,21,31,101,2,0,88,0,1,3.5,0.0,2.8,9,0.6999999999999993,0
12,3.0,7.6,7.5,1.7,0.0,0.8,12,1,11,38,214,145500,19,0,28,43,160,0,1,85,1,0,5.9,0.0,2.0,1,1.0,0
27,1.5,3.7,3.6,1.2,0.0,0.8,20,0,5,21,88,65400,17,1,47,3,221,1,1,31,0,0,3.1,0.0,2.7,3,7.2,0
21,6.6,6.7,6.6,0.0,2.7,0.8,18,1,5,21,283,144900,11,1,38,42,38,2,1,58,0,0,3.8,0.7,5.1,9,5.6000000000000005,0
22,13.1,8.0,7.9,3.6,0.0,0.8,17,1,0,4,262,184400,15,1,14,8,281,2,1,43,0,1,7.3,0.0,5.1,4,3.8000000000000007,0
16,5.1,2.8,2.7,0.4,0.0,1.6,15,0,50,4,157,64800,19,0,6,2,99,0,1,70,1,1,1.2,0.0,1.1,0,2.2,0
24,7.7,5.6,5.5,0.9,0.0,1.6,14,0,20,32,234,144100,20,0,28,33,101,1,0,35,0,1,4.0,0.0,5.1,9,4.5,0
15,4.9,4.4,4.3,1.2,0.0,0.8,17,1,4,1,69,123900,17,1,35,45,160,1,1,32,1,1,1.4,0.0,3.5,1,4.799999999999999,0
19,6.2,9.8,9.7,2.7,0.0,1.6,12,1,15,15,108,64000,18,1,47,38,161,2,0,47,0,1,7.8,0.0,6.9,1,1.0999999999999996,0
17,12.5,2.0,1.9,0.0,0.0,0.8,14,1,24,29,40,83600,12,0,50,25,279,0,1,90,0,1,1.7,0.0,0.8,6,5.4,0
21,13.8,7.4,7.3,3.5,0.0,1.6,18,1,34,43,79,23700,13,1,10,17,280,0,0,40,0,1,5.6,0.0,4.5,5,1.6999999999999993,0
12,11.1,6.2,6.1,0.6,0.0,0.8,12,0,19,12,214,3500,20,1,17,30,40,1,1,36,1,0,5.9,0.0,1.0,8,1.9999999999999991,0
24,8.3,5.0,4.9,1.0,0.0,0.8,15,0,3,26,50,182400,18,0,24,42,100,2,0,32,0,0,2.4,0.0,4.2,0,2.3,0
14,5.6,3.8,3.7,0.0,1.2,1.6,18,1,38,40,186,162200,15,1,31,9,159,2,1,29,1,1,3.2,1.1,2.8,2,2.6000000000000005,0
26,2.8,2.6,2.5,0.0,0.9,0.8,12,0,23,9,21,142100,13,0,38,21,219,0,0,25,1,0,1.2,0.0,1.7,4,2.9,0
30,4.1,8.0,7.9,3.5,0.0,1.6,16,0,33,23,60,82200,13,0,50,14,220,1,1,41,1,0,7.2,0.0,5.0,4,8.8,0
21,1.3,6.8,6.7,0.0,3.1,0.8,19,1,18,37,195,62000,11,1,6,26,279,1,0,37,0,1,3.9,1.2,3.7,6,9.1,0
11,11.7,5.7,5.6,0.0,0.0,1.6,12,0,2,6,31,41900,19,0,13,39,39,2,0,33,1,1,3.7,0.0,5.2,8,9.4,0
12,5.1,6.9,6.8,0.2,0.0,0.8,12,0,48,34,10,81400,12,1,39,5,282,2,0,84,1,0,1.5,0.0,4.4,4,7.699999999999999,0
23,2.4,5.7,5.6,0.8,0.0,1.6,15,1,33,3,146,61200,19,0,47,17,42,0,1,80,0,1,3.7,0.0,3.0,7,7.999999999999999,0
18,7.5,8.7,8.6,0.0,1.0,1.6,13,0,32,3,40,140700,14,0,38,11,159,1,1,41,0,1,1.9,0.9,4.3,2,6.4,0
18,14.0,9.9,9.8,2.5,0.0,1.6,13,0,27,31,20,180200,17,1,14,22,103,1,1,26,0,0,7.4,0.0,3.5,8,4.6,0
24,3.2,3.6,3.5,0.0,0.8,0.8,14,1,11,45,50,40500,19,0,13,28,279,0,0,50,1,0,2.4,0.3,3.0,6,3.3000000000000003,0
25,9.8,4.8,4.7,2.2,0.0,0.8,14,0,7,28,29,80000,13,1,39,39,223,0,1,35,0,1,2.5,0.0,3.6,2,1.6000000000000003,0
19,1.8,7.8,7.7,0.0,2.4,0.8,12,0,6,28,224,159400,17,1,31,33,40,1,0,62,0,1,5.9,1.8,5.2,8,9.5,0
30,12.1,6.6,6.5,0.0,2.3,0.8,15,1,41,42,59,139300,15,0,38,45,100,2,0,58,1,0,2.5,2.0,3.8,0,9.8,0
10,5.5,7.9,7.8,1.5,0.0,0.8,15,1,37,25,39,178800,18,0,14,12,43,2,0,43,1,1,5.4,0.0,2.0,6,8.1,0
16,7.9,9.7,9.6,0.0,4.6,1.6,16,1,20,38,69,39100,20,0,13,18,220,0,1,66,0,1,7.3,1.5,8.5,4,6.800000000000001,0
16,1.3,2.8,2.7,1.0,0.0,1.6,16,1,16,22,49,78600,14,0,39,29,163,1,1,51,0,0,1.1,0.0,1.8,0,5.0,0
23,10.2,5.8,5.7,0.7,0.0,1.6,17,1,46,18,58,177400,19,0,14,1,283,0,1,60,0,0,3.5,0.0,5.4,4,2.0,0
17,2.2,8.8,8.7,0.0,1.5,1.6,15,0,45,18,253,57800,14,0,6,40,100,0,0,87,0,0,1.9,0.1,8.0,0,9.9,0
28,12.5,7.6,7.5,0.0,1.6,0.8,18,1,29,32,88,37700,11,0,13,7,160,1,0,83,1,0,4.4,0.3,5.9,2,0.5999999999999996,0
29,6.0,8.8,8.7,3.0,0.0,0.8,18,1,25,15,68,77200,15,0,39,18,104,1,0,68,1,1,3.1,0.0,5.5,8,8.5,0
23,11.1,3.7,3.6,0.0,1.0,0.8,16,0,24,15,262,156600,19,0,31,12,221,2,0,29,1,1,2.4,0.5,2.0,4,6.9,0
14,8.3,2.5,2.4,0.0,0.8,1.6,19,0,8,29,98,136500,17,1,38,25,280,0,1,25,0,0,2.4,0.5,1.2,6,7.199999999999999,0
18,9.6,7.9,7.8,0.0,2.9,0.8,13,1,19,43,136,76600,17,1,50,17,281,0,0,41,0,0,5.8,2.5,3.3,6,3.5,0
